site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2018-10-02 08:00:00,66,0,87.83,543.5,24.69,SE,1.23
TA00216,Makerere Synoptic,2018-10-02 09:00:00,61,0,87.75,819.98,26.07,SE,1.16
TA00216,Makerere Synoptic,2018-10-02 10:00:00,54,0,87.66,830.85,27.85,SE,1.03
TA00216,Makerere Synoptic,2018-10-02 11:00:00,55,0,87.57,685.6,28.67,SE,1.34
TA00216,Makerere Synoptic,2018-10-02 12:00:00,48,0,87.5,572.08,29.68,S,1.23
TA00216,Makerere Synoptic,2018-10-02 13:00:00,49,0,87.46,191.32,28.08,S,1.3
TA00216,Makerere Synoptic,2018-10-02 14:00:00,44,0,87.47,132.9,27.33,S,1.25
TA00216,Makerere Synoptic,2018-10-02 15:00:00,46,0,87.48,23.23,25.91,SE,0.87
TA00216,Makerere Synoptic,2018-10-02 16:00:00,64,0,87.52,0,24.16,S,0.85
TA00216,Makerere Synoptic,2018-10-02 17:00:00,71,0,87.59,0,23.18,SE,0.45
TA00216,Makerere Synoptic,2018-10-02 18:00:00,77,0,87.63,0,22.15,S,0.26
TA00216,Makerere Synoptic,2018-10-02 19:00:00,79,0,87.68,0,21.59,SW,0.16
TA00216,Makerere Synoptic,2018-10-02 20:00:00,78,0,87.68,0,22,W,0.14
TA00216,Makerere Synoptic,2018-10-02 21:00:00,78,0,87.65,0,22.34,NE,0.44
TA00216,Makerere Synoptic,2018-10-02 22:00:00,82,0,87.61,0,22.07,SE,0.47
TA00216,Makerere Synoptic,2018-10-02 23:00:00,85,0,87.59,0,21.41,SE,0.61
TA00216,Makerere Synoptic,2018-10-03 00:00:00,84,0,87.59,0,20.99,NE,0.4
TA00216,Makerere Synoptic,2018-10-03 01:00:00,84,0.07,87.59,0,20.87,NE,0.68
TA00216,Makerere Synoptic,2018-10-03 02:00:00,89,0.05,87.7,0,19.74,E,0.66
TA00216,Makerere Synoptic,2018-10-03 03:00:00,92,1.38,87.78,0,18.87,S,0.82
TA00216,Makerere Synoptic,2018-10-03 04:00:00,97,4.71,87.84,7.9,17.42,S,0.49
TA00216,Makerere Synoptic,2018-10-03 05:00:00,97,0.03,87.9,30.05,17.8,S,0.54
TA00216,Makerere Synoptic,2018-10-03 06:00:00,97,0.05,87.92,65.38,18.38,W,0.57
TA00216,Makerere Synoptic,2018-10-03 07:00:00,94,0,87.91,148.58,19.43,S,0.41
TA00216,Makerere Synoptic,2018-10-03 08:00:00,85,0,87.86,124.15,21.15,SE,0.49
TA00216,Makerere Synoptic,2018-10-03 09:00:00,84,0,87.78,153.88,21.64,NE,0.47
TA00216,Makerere Synoptic,2018-10-03 10:00:00,78,0,87.68,396.02,23.41,NE,0.66
TA00216,Makerere Synoptic,2018-10-03 11:00:00,68,0,87.58,327.75,25.45,NE,0.63
TA00216,Makerere Synoptic,2018-10-03 12:00:00,66,0,87.53,354.08,26.27,W,0.7
TA00216,Makerere Synoptic,2018-10-03 13:00:00,64,0,87.48,189.63,26.11,NE,0.59
TA00216,Makerere Synoptic,2018-10-03 14:00:00,60,0,87.49,193.35,27.08,E,0.54
TA00216,Makerere Synoptic,2018-10-03 15:00:00,65,0,87.52,15.55,25.1,SE,0.53
TA00216,Makerere Synoptic,2018-10-03 16:00:00,75,0,87.55,0,22.36,E,0.58
TA00216,Makerere Synoptic,2018-10-03 17:00:00,77,0,87.59,0,21.59,NE,0.67
TA00216,Makerere Synoptic,2018-10-03 18:00:00,77,0,87.64,0,21.15,NE,0.77
TA00216,Makerere Synoptic,2018-10-03 19:00:00,81,0,87.67,0,20.5,NE,0.6
TA00216,Makerere Synoptic,2018-10-03 20:00:00,79,0,87.68,0,20.13,NE,0.47
TA00216,Makerere Synoptic,2018-10-03 21:00:00,79,0,87.62,0,19.71,N,0.41
TA00216,Makerere Synoptic,2018-10-03 22:00:00,80,0,87.57,0,20.14,NE,0.33
TA00216,Makerere Synoptic,2018-10-03 23:00:00,86,0,87.56,0,19.29,E,0.32
TA00216,Makerere Synoptic,2018-10-04 00:00:00,87,0,87.59,0,18.9,E,0.33
TA00216,Makerere Synoptic,2018-10-04 01:00:00,89,0,87.63,0,19.03,N,0.46
TA00216,Makerere Synoptic,2018-10-04 02:00:00,90,0,87.7,0,18.81,E,0.3
TA00216,Makerere Synoptic,2018-10-04 03:00:00,90,0,87.75,1.82,18.98,SE,0.25
TA00216,Makerere Synoptic,2018-10-04 04:00:00,89,0,87.83,42.98,19.64,NE,0.36
TA00216,Makerere Synoptic,2018-10-04 05:00:00,88,0,87.88,164.5,21,E,0.36
TA00216,Makerere Synoptic,2018-10-04 06:00:00,77,0,87.9,384.28,23.98,SE,0.74
TA00216,Makerere Synoptic,2018-10-04 07:00:00,66,0,87.88,646.12,27.49,NE,0.94
TA00216,Makerere Synoptic,2018-10-04 08:00:00,59,0,87.89,388.07,28.3,S,0.84
TA00216,Makerere Synoptic,2018-10-04 09:00:00,58,0,87.8,181.82,27.15,NE,0.56
TA00216,Makerere Synoptic,2018-10-04 10:00:00,61,0,87.67,133.98,26.68,NE,0.71
TA00216,Makerere Synoptic,2018-10-04 11:00:00,70,0,87.56,229.57,23.74,E,0.65
TA00216,Makerere Synoptic,2018-10-04 12:00:00,70,0,87.52,246.47,25.52,E,1.13
TA00216,Makerere Synoptic,2018-10-04 13:00:00,76,0,87.5,146.45,24.39,E,0.73
TA00216,Makerere Synoptic,2018-10-04 14:00:00,70,0,87.53,98.37,25.59,S,0.5
TA00216,Makerere Synoptic,2018-10-04 15:00:00,75,0,87.58,17.35,24.48,SE,0.58
TA00216,Makerere Synoptic,2018-10-04 16:00:00,81,0,87.66,0,23,NE,0.37
TA00216,Makerere Synoptic,2018-10-04 17:00:00,82,0,87.69,0,21.95,N,0.36
TA00216,Makerere Synoptic,2018-10-04 18:00:00,81,0,87.78,0,21.27,W,0.45
TA00216,Makerere Synoptic,2018-10-04 19:00:00,77,0,87.8,0,21.42,N,0.7
TA00216,Makerere Synoptic,2018-10-04 20:00:00,83,0,87.75,0,20.63,NE,0.42
TA00216,Makerere Synoptic,2018-10-04 21:00:00,84,0,87.71,0,20.76,E,0.98
TA00216,Makerere Synoptic,2018-10-04 22:00:00,86,0.07,87.7,0,20.32,NE,0.35
TA00216,Makerere Synoptic,2018-10-04 23:00:00,89,0.02,87.68,0,19.88,E,0.39
TA00216,Makerere Synoptic,2018-10-05 00:00:00,89,0,87.67,0,19.94,E,0.94
TA00216,Makerere Synoptic,2018-10-05 01:00:00,89,0,87.67,0,19.34,E,0.75
TA00216,Makerere Synoptic,2018-10-05 02:00:00,89,0,87.71,0,19.19,E,1.09
TA00216,Makerere Synoptic,2018-10-05 03:00:00,89,0,87.76,3.33,19.28,NE,0.46
TA00216,Makerere Synoptic,2018-10-05 04:00:00,89,0,87.83,71.03,19.98,E,0.2
TA00216,Makerere Synoptic,2018-10-05 05:00:00,79,0,87.88,175.17,22.62,S,0.43
TA00216,Makerere Synoptic,2018-10-05 06:00:00,73,0,87.93,355.38,24.79,S,0.86
TA00216,Makerere Synoptic,2018-10-05 07:00:00,68,0,87.93,569.97,27.28,S,0.99
TA00216,Makerere Synoptic,2018-10-05 08:00:00,61,0,87.88,268.05,27.82,S,0.72
TA00216,Makerere Synoptic,2018-10-05 09:00:00,64,10.85,87.81,262.38,26.51,E,1.18
TA00216,Makerere Synoptic,2018-10-05 10:00:00,96,0.82,87.71,88.73,19.63,NE,1.62
TA00216,Makerere Synoptic,2018-10-05 11:00:00,89,0,87.61,584,23.34,NE,2.22
TA00216,Makerere Synoptic,2018-10-05 12:00:00,69,0,87.57,671.47,27.89,NW,0.99
TA00216,Makerere Synoptic,2018-10-05 13:00:00,64,0,87.54,386.82,28.48,S,0.92
TA00216,Makerere Synoptic,2018-10-05 14:00:00,64,0,87.56,177.05,27.78,SW,0.62
TA00216,Makerere Synoptic,2018-10-05 15:00:00,67,0,87.54,18.72,25.57,S,0.41
TA00216,Makerere Synoptic,2018-10-05 16:00:00,76,0,87.55,0,22.96,NE,0.29
TA00216,Makerere Synoptic,2018-10-05 17:00:00,82,0,87.57,0,21.67,NE,0.32
TA00216,Makerere Synoptic,2018-10-05 18:00:00,85,0,87.61,0,21.24,NE,0.7
TA00216,Makerere Synoptic,2018-10-05 19:00:00,84,0,87.64,0,21.38,NE,1.01
TA00216,Makerere Synoptic,2018-10-05 20:00:00,85,0,87.61,0,20.93,NE,0.71
TA00216,Makerere Synoptic,2018-10-05 21:00:00,87,0,87.57,0,20.68,NE,0.34
TA00216,Makerere Synoptic,2018-10-05 22:00:00,88,0,87.57,0,20.87,E,0.39
TA00216,Makerere Synoptic,2018-10-05 23:00:00,88,0,87.57,0,20.91,E,0.5
TA00216,Makerere Synoptic,2018-10-06 00:00:00,88,0.05,87.6,0,20.86,SE,0.9
TA00216,Makerere Synoptic,2018-10-06 01:00:00,91,0.87,87.66,0,20.52,E,0.46
TA00216,Makerere Synoptic,2018-10-06 02:00:00,95,0.02,87.7,0,19.9,E,0.47
TA00216,Makerere Synoptic,2018-10-06 03:00:00,95,0.02,87.78,1.12,19.54,SE,0.66
TA00216,Makerere Synoptic,2018-10-06 04:00:00,93,0.02,87.87,28.38,19.64,S,0.6
TA00216,Makerere Synoptic,2018-10-06 05:00:00,91,0,87.93,127.8,19.85,S,0.44
TA00216,Makerere Synoptic,2018-10-06 06:00:00,84,0,87.95,347.55,21.62,NE,0.64
TA00216,Makerere Synoptic,2018-10-06 07:00:00,70,0,87.95,507.13,24.5,S,0.78
TA00216,Makerere Synoptic,2018-10-06 08:00:00,61,0,87.92,654.05,27.17,S,1.14
TA00216,Makerere Synoptic,2018-10-06 09:00:00,58,0,87.85,854.25,28.33,S,1.11
TA00216,Makerere Synoptic,2018-10-06 10:00:00,55,0,87.73,870.64,28.92,S,1.07
TA00216,Makerere Synoptic,2018-10-06 11:00:00,53,0,87.61,768.37,29.38,SW,1.2
TA00216,Makerere Synoptic,2018-10-06 12:00:00,50,0,87.52,560.92,29.67,SW,0.97
TA00216,Makerere Synoptic,2018-10-06 13:00:00,46,0,87.46,378.27,30.5,S,0.66
TA00216,Makerere Synoptic,2018-10-06 14:00:00,54,0,87.45,162.67,29.1,SE,0.87
TA00216,Makerere Synoptic,2018-10-06 15:00:00,62,0,87.5,24.62,26.32,S,0.52
TA00216,Makerere Synoptic,2018-10-06 16:00:00,74,0,87.55,0,24.02,SE,0.47
TA00216,Makerere Synoptic,2018-10-06 17:00:00,81,0,87.57,0,22.93,S,0.36
TA00216,Makerere Synoptic,2018-10-06 18:00:00,85,0,87.58,0,22.32,E,0.73
TA00216,Makerere Synoptic,2018-10-06 19:00:00,86,0,87.61,0,21.84,E,1.05
TA00216,Makerere Synoptic,2018-10-06 20:00:00,87,0,87.63,0,21.44,E,0.98
TA00216,Makerere Synoptic,2018-10-06 21:00:00,87,0,87.59,0,21.21,E,1.05
TA00216,Makerere Synoptic,2018-10-06 22:00:00,85,0,87.51,0,21.03,E,0.99
TA00216,Makerere Synoptic,2018-10-06 23:00:00,83,0,87.47,0,21.07,NE,0.95
TA00216,Makerere Synoptic,2018-10-07 00:00:00,86,0,87.51,0,20.84,SE,0.91
TA00216,Makerere Synoptic,2018-10-07 01:00:00,89,0,87.58,0,19.72,NE,1.03
TA00216,Makerere Synoptic,2018-10-07 02:00:00,91,0,87.64,0,19.6,NE,0.83
TA00216,Makerere Synoptic,2018-10-07 03:00:00,91,0,87.71,2.22,19.69,E,0.9
TA00216,Makerere Synoptic,2018-10-07 04:00:00,91,0,87.77,44.52,19.79,E,0.85
TA00216,Makerere Synoptic,2018-10-07 05:00:00,88,0,87.88,106.6,20.39,NE,0.69
TA00216,Makerere Synoptic,2018-10-07 06:00:00,81,0,87.91,191.85,22.24,NE,0.5
TA00216,Makerere Synoptic,2018-10-07 07:00:00,72,0,87.91,602.82,24.83,S,0.8
TA00216,Makerere Synoptic,2018-10-07 08:00:00,67,0,87.89,450.25,25.73,NE,0.98
TA00216,Makerere Synoptic,2018-10-07 09:00:00,62,0,87.8,475.1,26.93,NE,0.82
TA00216,Makerere Synoptic,2018-10-07 10:00:00,57,0,87.66,722.08,28.93,NE,0.81
TA00216,Makerere Synoptic,2018-10-07 11:00:00,50,0,87.52,636.08,30,SE,0.98
TA00216,Makerere Synoptic,2018-10-07 12:00:00,56,0,87.48,358.97,27.32,E,1.76
TA00216,Makerere Synoptic,2018-10-07 13:00:00,66,0,87.49,76.67,22.76,E,1.38
TA00216,Makerere Synoptic,2018-10-07 14:00:00,71,0,87.44,33.68,21.92,E,0.85
TA00216,Makerere Synoptic,2018-10-07 15:00:00,71,0,87.47,10.65,21.98,E,0.89
TA00216,Makerere Synoptic,2018-10-07 16:00:00,78,0,87.55,0,21.13,E,1.44
TA00216,Makerere Synoptic,2018-10-07 17:00:00,80,0,87.55,0,20.84,E,1.35
TA00216,Makerere Synoptic,2018-10-07 18:00:00,80,0,87.62,0,20.51,E,1.21
TA00216,Makerere Synoptic,2018-10-07 19:00:00,78,0,87.68,0,20.47,E,1.05
TA00216,Makerere Synoptic,2018-10-07 20:00:00,82,0,87.72,0,19.9,SE,0.58
TA00216,Makerere Synoptic,2018-10-07 21:00:00,87,0,87.68,0,18.94,SE,0.46
TA00216,Makerere Synoptic,2018-10-07 22:00:00,88,0,87.65,0,18.86,N,0.68
TA00216,Makerere Synoptic,2018-10-07 23:00:00,91,0,87.6,0,18.74,SE,0.66
TA00216,Makerere Synoptic,2018-10-08 00:00:00,92,0,87.59,0,18.86,N,0.63
TA00216,Makerere Synoptic,2018-10-08 01:00:00,94,0,87.62,0,18.83,NE,0.83
TA00216,Makerere Synoptic,2018-10-08 02:00:00,94,0,87.65,0,18.87,E,0.59
TA00216,Makerere Synoptic,2018-10-08 03:00:00,95,0,87.69,2.15,18.49,E,0.5
TA00216,Makerere Synoptic,2018-10-08 04:00:00,96,0,87.75,64.8,18.81,E,1.09
TA00216,Makerere Synoptic,2018-10-08 05:00:00,88,0,87.8,162.8,20.98,NE,0.9
TA00216,Makerere Synoptic,2018-10-08 06:00:00,76,0,87.89,385.27,23.39,N,0.91
TA00216,Makerere Synoptic,2018-10-08 07:00:00,68,0,87.89,611.35,25.64,NE,1.01
TA00216,Makerere Synoptic,2018-10-08 08:00:00,63,0,87.85,721.08,26.97,E,1.1
TA00216,Makerere Synoptic,2018-10-08 09:00:00,61,0,87.8,551.2,27.66,N,0.89
TA00216,Makerere Synoptic,2018-10-08 10:00:00,59,0,87.65,254.43,27.32,N,0.58
TA00216,Makerere Synoptic,2018-10-08 11:00:00,69,0,87.54,96.57,25.06,S,1.14
TA00216,Makerere Synoptic,2018-10-08 12:00:00,79,0.02,87.45,116.77,21.74,NE,0.77
TA00216,Makerere Synoptic,2018-10-08 13:00:00,77,0,87.37,138.45,22.46,N,0.53
TA00216,Makerere Synoptic,2018-10-08 14:00:00,74,0,87.35,76,23.38,N,0.44
TA00216,Makerere Synoptic,2018-10-08 15:00:00,80,0,87.43,17.07,22.9,NE,0.31
TA00216,Makerere Synoptic,2018-10-08 16:00:00,84,0,87.52,0,21.99,NW,0.44
TA00216,Makerere Synoptic,2018-10-08 17:00:00,88,0,87.58,0,21.7,NE,0.51
TA00216,Makerere Synoptic,2018-10-08 18:00:00,88,0,87.62,0,21.89,E,0.55
TA00216,Makerere Synoptic,2018-10-08 19:00:00,86,0,87.64,0,21.87,S,0.53
TA00216,Makerere Synoptic,2018-10-08 20:00:00,89,0,87.64,0,21.6,NE,0.47
TA00216,Makerere Synoptic,2018-10-08 21:00:00,92,0,87.6,0,21.03,SE,0.4
TA00216,Makerere Synoptic,2018-10-08 22:00:00,95,0,87.53,0,20.72,E,0.51
TA00216,Makerere Synoptic,2018-10-08 23:00:00,95,0,87.5,0,20.16,E,0.43
TA00216,Makerere Synoptic,2018-10-09 00:00:00,96,0,87.47,0,19.39,NW,0.38
TA00216,Makerere Synoptic,2018-10-09 01:00:00,97,0,87.48,0,18.83,E,0.34
TA00216,Makerere Synoptic,2018-10-09 02:00:00,97,0.03,87.52,0,18.96,NE,0.5
TA00216,Makerere Synoptic,2018-10-09 03:00:00,98,0.03,87.57,3,18.84,NE,0.31
TA00216,Makerere Synoptic,2018-10-09 04:00:00,99,0.02,87.64,44.97,19.1,E,0.49
TA00216,Makerere Synoptic,2018-10-09 05:00:00,100,0.02,87.7,117.98,20.13,SE,0.65
TA00216,Makerere Synoptic,2018-10-09 06:00:00,96,0,87.74,235.78,21.72,NE,0.51
TA00216,Makerere Synoptic,2018-10-09 07:00:00,82,0,87.72,389.9,24.13,W,0.66
TA00216,Makerere Synoptic,2018-10-09 08:00:00,62,0,87.68,781.5,27.55,S,1.01
TA00216,Makerere Synoptic,2018-10-09 09:00:00,58,0,87.58,893.62,28.76,S,1.52
TA00216,Makerere Synoptic,2018-10-09 10:00:00,60,0,87.49,817.15,28.55,S,1.53
TA00216,Makerere Synoptic,2018-10-09 11:00:00,65,0,87.42,370.04,27.23,S,1.62
TA00216,Makerere Synoptic,2018-10-09 12:00:00,73,0,87.36,178.68,24.9,S,0.97
TA00216,Makerere Synoptic,2018-10-09 13:00:00,71,0,87.35,157.28,25.18,S,0.81
TA00216,Makerere Synoptic,2018-10-09 14:00:00,70,0,87.33,67.3,24.57,SE,0.74
TA00216,Makerere Synoptic,2018-10-09 15:00:00,76,0,87.38,12.23,23.77,S,0.61
TA00216,Makerere Synoptic,2018-10-09 16:00:00,83,0,87.47,0,22.83,SE,0.36
TA00216,Makerere Synoptic,2018-10-09 17:00:00,85,0,87.52,0,22.56,S,0.42
TA00216,Makerere Synoptic,2018-10-09 18:00:00,85,0,87.56,0,22.68,SW,0.55
TA00216,Makerere Synoptic,2018-10-09 19:00:00,89,0,87.59,0,21.49,NE,0.23
TA00216,Makerere Synoptic,2018-10-09 20:00:00,93,0,87.61,0,20.69,E,0.43
TA00216,Makerere Synoptic,2018-10-09 21:00:00,94,0,87.56,0,20.77,SE,0.46
TA00216,Makerere Synoptic,2018-10-09 22:00:00,93,0,87.51,0,20.89,SE,0.35
TA00216,Makerere Synoptic,2018-10-09 23:00:00,93,0,87.49,0,20.91,NE,0.35
TA00216,Makerere Synoptic,2018-10-10 00:00:00,93,0,87.48,0,20.94,E,0.49
TA00216,Makerere Synoptic,2018-10-10 01:00:00,93,0,87.52,0,20.79,E,0.69
TA00216,Makerere Synoptic,2018-10-10 02:00:00,92,0,87.56,0,20.29,NE,0.59
TA00216,Makerere Synoptic,2018-10-10 03:00:00,93,0,87.63,2.87,19.91,SE,0.57
TA00216,Makerere Synoptic,2018-10-10 04:00:00,94,0,87.69,49.9,19.87,E,0.95
TA00216,Makerere Synoptic,2018-10-10 05:00:00,94,0,87.75,183.88,20.5,E,1.4
TA00216,Makerere Synoptic,2018-10-10 06:00:00,88,0,87.8,320.15,22.32,E,1.1
TA00216,Makerere Synoptic,2018-10-10 07:00:00,82,0,87.81,415.83,23.96,E,1.25
TA00216,Makerere Synoptic,2018-10-10 08:00:00,76,0,87.79,317.15,24.55,E,1.21
TA00216,Makerere Synoptic,2018-10-10 09:00:00,89,3.61,87.71,262.85,20.9,SW,0.86
TA00216,Makerere Synoptic,2018-10-10 10:00:00,89,0,87.61,750.67,22.65,SW,0.96
TA00216,Makerere Synoptic,2018-10-10 11:00:00,80,0.03,87.55,351.73,24.25,NE,0.83
TA00216,Makerere Synoptic,2018-10-10 12:00:00,83,0.02,87.56,27.12,22.17,NE,0.61
TA00216,Makerere Synoptic,2018-10-10 13:00:00,89,0.53,87.51,30.42,21.03,E,0.32
TA00216,Makerere Synoptic,2018-10-10 14:00:00,93,0.02,87.49,52.28,20.96,E,0.32
TA00216,Makerere Synoptic,2018-10-10 15:00:00,92,0,87.57,10.65,20.75,E,0.25
TA00216,Makerere Synoptic,2018-10-10 16:00:00,94,0,87.62,0,20.41,S,0.32
TA00216,Makerere Synoptic,2018-10-10 17:00:00,95,0.02,87.69,0,20.21,SE,0.4
TA00216,Makerere Synoptic,2018-10-10 18:00:00,96,0.02,87.72,0,19.86,NE,0.45
TA00216,Makerere Synoptic,2018-10-10 19:00:00,97,0.02,87.7,0,19.32,N,0.39
TA00216,Makerere Synoptic,2018-10-10 20:00:00,97,0,87.71,0,19.17,E,0.42
TA00216,Makerere Synoptic,2018-10-10 21:00:00,97,0.02,87.71,0,18.87,SE,0.62
TA00216,Makerere Synoptic,2018-10-10 22:00:00,97,0.02,87.68,0,18.53,E,0.65
TA00216,Makerere Synoptic,2018-10-10 23:00:00,97,0,87.65,0,18.56,E,0.87
TA00216,Makerere Synoptic,2018-10-11 00:00:00,97,0.02,87.66,0,18.54,E,1.01
TA00216,Makerere Synoptic,2018-10-11 01:00:00,97,0,87.65,0,18.69,E,0.83
TA00216,Makerere Synoptic,2018-10-11 02:00:00,97,0,87.69,0,18.59,NE,0.56
TA00216,Makerere Synoptic,2018-10-11 03:00:00,97,0.02,87.72,3.92,18.32,SE,0.56
TA00216,Makerere Synoptic,2018-10-11 04:00:00,98,0,87.78,57.1,18.55,E,0.68
TA00216,Makerere Synoptic,2018-10-11 05:00:00,96,0,87.86,122.82,19.93,SE,0.66
TA00216,Makerere Synoptic,2018-10-11 06:00:00,88,0.02,87.88,498.7,22.72,E,0.7
TA00216,Makerere Synoptic,2018-10-11 07:00:00,73,0,87.9,487.77,25.69,E,0.92
TA00216,Makerere Synoptic,2018-10-11 08:00:00,66,0,87.85,633.33,26.92,SE,0.91
TA00216,Makerere Synoptic,2018-10-11 09:00:00,60,0,87.79,755.94,28.07,SE,1.15
TA00216,Makerere Synoptic,2018-10-11 10:00:00,58,0,87.67,398.13,28.15,NE,0.83
TA00216,Makerere Synoptic,2018-10-11 11:00:00,58,0,87.59,248.91,27.85,SE,0.84
TA00216,Makerere Synoptic,2018-10-11 12:00:00,76,0.85,87.59,16.88,22.61,SE,1.09
TA00216,Makerere Synoptic,2018-10-11 13:00:00,87,0.15,87.57,7.63,19.44,SE,0.66
TA00216,Makerere Synoptic,2018-10-11 14:00:00,90,0.02,87.53,8.42,19.75,SE,0.57
TA00216,Makerere Synoptic,2018-10-11 15:00:00,92,0,87.51,2.23,19.97,SE,0.26
TA00216,Makerere Synoptic,2018-10-11 16:00:00,90,0,87.56,0,19.99,NE,0.27
TA00216,Makerere Synoptic,2018-10-11 17:00:00,89,0,87.6,0,19.73,N,0.29
TA00216,Makerere Synoptic,2018-10-11 18:00:00,91,0,87.62,0,19.34,E,0.34
TA00216,Makerere Synoptic,2018-10-11 19:00:00,92,0,87.67,0,19.28,E,0.54
TA00216,Makerere Synoptic,2018-10-11 20:00:00,90,0,87.68,0,19.31,E,0.8
TA00216,Makerere Synoptic,2018-10-11 21:00:00,91,0,87.65,0,19.36,NE,0.61
TA00216,Makerere Synoptic,2018-10-11 22:00:00,90,0,87.61,0,19.61,E,0.9
TA00216,Makerere Synoptic,2018-10-11 23:00:00,90,0,87.57,0,19.81,E,1
TA00216,Makerere Synoptic,2018-10-12 00:00:00,92,0.09,87.59,0,19.28,S,0.46
TA00216,Makerere Synoptic,2018-10-12 01:00:00,94,0.02,87.61,0,18.9,E,0.69
TA00216,Makerere Synoptic,2018-10-12 02:00:00,94,0.43,87.64,0,18.95,N,0.84
TA00216,Makerere Synoptic,2018-10-12 03:00:00,95,0.03,87.69,1.92,18.45,SE,0.81
TA00216,Makerere Synoptic,2018-10-12 04:00:00,95,0,87.77,12.8,18.32,SE,0.88
TA00216,Makerere Synoptic,2018-10-12 05:00:00,95,0,87.85,37.23,18.52,E,0.99
TA00216,Makerere Synoptic,2018-10-12 06:00:00,95,0,87.93,176.27,19.22,E,1.32
TA00216,Makerere Synoptic,2018-10-12 07:00:00,88,0,87.97,197.8,20.6,SE,0.79
TA00216,Makerere Synoptic,2018-10-12 08:00:00,81,0,87.94,225.43,21.87,S,0.89
TA00216,Makerere Synoptic,2018-10-12 09:00:00,82,0,87.88,212.63,22.14,S,0.9
TA00216,Makerere Synoptic,2018-10-12 10:00:00,82,0,87.77,219.35,22.31,S,0.52
TA00216,Makerere Synoptic,2018-10-12 11:00:00,78,0,87.66,255.28,22.86,SE,0.62
TA00216,Makerere Synoptic,2018-10-12 12:00:00,76,0,87.57,257.65,23.27,E,0.6
TA00216,Makerere Synoptic,2018-10-12 13:00:00,73,0,87.52,134.35,23.3,SE,0.53
TA00216,Makerere Synoptic,2018-10-12 14:00:00,73,0,87.5,65.93,23.16,E,0.42
TA00216,Makerere Synoptic,2018-10-12 15:00:00,77,0,87.49,14.33,22.27,E,0.37
TA00216,Makerere Synoptic,2018-10-12 16:00:00,83,0,87.55,0,20.89,SE,0.27
TA00216,Makerere Synoptic,2018-10-12 17:00:00,86,0,87.59,0,20.02,SW,0.21
TA00216,Makerere Synoptic,2018-10-12 18:00:00,88,0,87.65,0,19.75,E,0.52
TA00216,Makerere Synoptic,2018-10-12 19:00:00,86,0,87.71,0,20.16,E,0.59
TA00216,Makerere Synoptic,2018-10-12 20:00:00,86,0,87.69,0,19.67,SW,0.37
TA00216,Makerere Synoptic,2018-10-12 21:00:00,92,0,87.63,0,18.38,NE,0.29
TA00216,Makerere Synoptic,2018-10-12 22:00:00,94,0,87.62,0,18.27,E,0.28
TA00216,Makerere Synoptic,2018-10-12 23:00:00,93,0,87.58,0,18.47,E,0.38
TA00216,Makerere Synoptic,2018-10-13 00:00:00,95,0,87.56,0,17.79,SE,0.4
TA00216,Makerere Synoptic,2018-10-13 01:00:00,96,0,87.57,0,17.51,E,0.66
TA00216,Makerere Synoptic,2018-10-13 02:00:00,97,0,87.62,0,17.31,E,0.52
TA00216,Makerere Synoptic,2018-10-13 03:00:00,98,0.03,87.66,2.72,17.13,SE,0.5
TA00216,Makerere Synoptic,2018-10-13 04:00:00,99,0.02,87.72,62.07,17.59,SE,0.68
TA00216,Makerere Synoptic,2018-10-13 05:00:00,98,0,87.82,176.65,19.67,E,0.96
TA00216,Makerere Synoptic,2018-10-13 06:00:00,86,0,87.86,468.53,22.9,NE,0.64
TA00216,Makerere Synoptic,2018-10-13 07:00:00,73,0.02,87.84,663.43,25.18,NE,0.97
TA00216,Makerere Synoptic,2018-10-13 08:00:00,67,0,87.8,752.95,27.08,NE,0.85
TA00216,Makerere Synoptic,2018-10-13 09:00:00,60,0,87.73,565.67,28.35,E,0.91
TA00216,Makerere Synoptic,2018-10-13 10:00:00,56,0,87.6,753.07,29.13,E,1.06
TA00216,Makerere Synoptic,2018-10-13 11:00:00,55,0,87.52,329.17,29.11,E,1.08
TA00216,Makerere Synoptic,2018-10-13 12:00:00,62,0,87.47,353.6,27.01,S,1.36
TA00216,Makerere Synoptic,2018-10-13 13:00:00,67,0,87.43,220.23,26.58,S,0.91
TA00216,Makerere Synoptic,2018-10-13 14:00:00,68,0,87.42,146.03,26.5,S,0.59
TA00216,Makerere Synoptic,2018-10-13 15:00:00,74,0,87.45,13.82,24.74,S,0.44
TA00216,Makerere Synoptic,2018-10-13 16:00:00,82,0,87.49,0,22.71,W,0.2
TA00216,Makerere Synoptic,2018-10-13 17:00:00,87,0,87.56,0,22,E,0.42
TA00216,Makerere Synoptic,2018-10-13 18:00:00,87,0,87.65,0,22.05,E,1
TA00216,Makerere Synoptic,2018-10-13 19:00:00,87,0,87.71,0,21.63,E,0.77
TA00216,Makerere Synoptic,2018-10-13 20:00:00,85,0,87.7,0,21.29,E,0.9
TA00216,Makerere Synoptic,2018-10-13 21:00:00,86,0,87.68,0,20.84,SE,0.5
TA00216,Makerere Synoptic,2018-10-13 22:00:00,87,0,87.62,0,20.65,SE,0.6
TA00216,Makerere Synoptic,2018-10-13 23:00:00,88,0,87.59,0,20.37,SE,0.72
